> GMT_XY
61.2244 125.199
61.1077 125.242
61.0747 125.22
61.0241 125.308
61.0149 125.408
61.0308 125.486
61.0632 125.576
61.1298 125.554
61.2045 125.566
61.2289 125.621
61.2199 125.699
61.1033 125.743
61.0702 125.72
60.9955 125.719
60.9947 125.808
60.9442 125.886
60.8612 125.885
60.8608 125.929
60.7279 125.939
60.6364 125.961
60.5611 126.027
60.4947 126.026
60.4689 126.126
60.4599 126.204
60.4348 126.226
60.3936 126.192
60.369 126.158
60.3029 126.113
60.2695 126.135
60.277 126.235
60.2602 126.246
60.2188 126.235
60.1854 126.257
60.1849 126.323
60.2095 126.357
60.176 126.39
60.1347 126.367
60.1099 126.345
60.0858 126.256
59.986 126.277
59.9274 126.332
59.8858 126.343
59.861 126.332
59.8616 126.265
59.8288 126.22
59.7788 126.242
59.7285 126.297
59.7117 126.319
59.6702 126.319
59.6874 126.252
59.7208 126.23
59.7377 126.197
59.6966 126.141
59.6221 126.118
59.4562 126.106
59.3067 126.116
59.1154 126.159
58.9072 126.223
58.7739 126.278
58.6323 126.343
58.482 126.442
58.3484 126.53
58.2146 126.64
58.1394 126.706
58.0641 126.772
57.9384 126.915
57.8208 127.07
57.7201 127.202
57.6272 127.391
57.5681 127.512
57.5591 127.59
57.6171 127.602
57.6169 127.624
57.5836 127.646
57.5502 127.668
57.5498 127.712
57.5078 127.767
57.4576 127.823
57.4571 127.878
57.4984 127.901
57.4732 127.945
57.3897 128
57.3482 127.999
57.3069 127.977
57.2907 127.932
57.2414 127.865
57.1754 127.82
57.1174 127.809
57.0923 127.831
57.0918 127.897
57.0668 127.908
56.9678 127.83
56.8426 127.917
56.7424 127.994
56.7169 128.061
56.7413 128.128
56.7574 128.184
56.7822 128.195
56.7653 128.228
56.6904 128.25
56.6898 128.327
56.6157 128.26
56.5908 128.26
56.5828 128.215
56.5748 128.182
56.5 128.192
56.3417 128.269
56.2583 128.324
56.183 128.39
56.116 128.467
56.057 128.578
56.0062 128.7
55.9974 128.766
55.9884 128.844
56.1212 128.845
56.1376 128.867
56.1374 128.89
56.1703 128.923
56.0791 128.923
56.0125 128.944
55.9956 128.977
55.9704 129.022
55.8959 128.999
55.8129 128.998
55.7874 129.065
55.812 129.109
55.7373 129.109
55.7126 129.086
55.6959 129.097
55.6212 129.097
55.6044 129.119
55.6292 129.13
55.604 129.174
55.5872 129.196
55.5041 129.218
55.4456 129.262
55.4288 129.295
55.3383 129.194
55.3134 129.194
55.2798 129.238
55.1811 129.137
55.1639 129.215
55.0974 129.226
55.0306 129.281
55.0054 129.314
54.8975 129.313
54.8148 129.279
54.8072 129.201
54.7741 129.19
54.574 129.299
54.4654 129.387
54.49 129.432
54.4811 129.51
54.4476 129.543
54.4226 129.554
54.4305 129.609
54.43 129.665
54.446 129.743
54.3794 129.776
54.3386 129.686
54.2563 129.597
54.1988 129.53
54.1822 129.53
54.1651 129.596
54.1153 129.596
54.0662 129.506
53.9415 129.539
53.8665 129.572
53.8579 129.616
53.8905 129.694
53.8157 129.705
53.8155 129.727
53.7243 129.726
53.6498 129.703
53.6083 129.703
53.5741 129.825
53.5818 129.903
53.6147 129.947
53.6059 130.003
53.5145 130.024
53.4975 130.069
53.5138 130.113
53.4391 130.113
53.381 130.123
53.3564 130.079
53.3816 130.046
53.3657 129.957
53.358 129.879
53.3672 129.757
53.2761 129.734
53.1684 129.711
53.1343 129.833
53.1168 129.944
53.0669 129.965
53.0005 129.965
52.8932 129.897
52.8851 129.875
52.8602 129.875
52.8266 129.919
52.7766 129.952
52.7267 129.963
52.7019 129.951
52.677 129.951
52.669 129.918
52.6775 129.896
52.6779 129.84
52.5869 129.806
52.4707 129.805
52.3629 129.804
52.2134 129.825
52.1216 129.891
52.1543 129.958
52.1289 130.025
52.1034 130.102
52.0701 130.113
52.0453 130.102
52.0289 130.08
52.0375 130.035
51.9807 129.868
51.9811 129.813
51.9316 129.779
51.8238 129.767
51.741 129.744
51.7408 129.777
51.6908 129.799
51.6166 129.732
51.5505 129.698
51.3928 129.708
51.2352 129.707
51.0689 129.75
51.0101 129.85
51.0177 129.939
50.9343 129.994
50.8934 129.916
50.8608 129.837
50.8529 129.782
50.8032 129.77
50.7117 129.803
50.7036 129.781
50.6372 129.78
50.563 129.713
50.5049 129.713
50.4302 129.723
50.4216 129.756
50.4128 129.823
50.3795 129.845
50.3371 129.967
50.2292 129.977
50.1623 130.043
50.0956 130.087
50.0126 130.098
50.038 130.02
49.9799 130.02
49.9377 130.131
49.8798 130.097
49.9306 129.964
49.914 129.964
49.8387 130.052
49.8302 130.074
49.8134 130.108
49.7716 130.152
49.6635 130.173
49.5638 130.195
49.5143 130.161
49.4142 130.238
49.3563 130.204
49.2985 130.171
49.1824 130.159
49.2324 130.126
49.266 130.07
49.1757 129.936
49.0025 129.791
48.9033 129.745
48.7624 129.722
48.5718 129.687
48.3722 129.753
48.3556 129.753
48.3636 129.797
48.3634 129.819
48.3468 129.83
48.3302 129.819
48.3056 129.786
48.297 129.83
48.2721 129.83
48.2556 129.819
48.2137 129.874
48.1555 129.885
48.1391 129.862
48.1058 129.884
48.056 129.884
47.9731 129.872
47.9313 129.916
47.9144 129.961
47.8812 129.96
47.8824 129.783
47.8579 129.727
47.8164 129.738
47.7329 129.815
47.5926 129.703
47.527 129.591
47.4363 129.513
47.4447 129.491
47.4449 129.468
47.4035 129.446
47.2793 129.412
47.2296 129.4
47.0889 129.344
46.9315 129.309
46.8488 129.275
46.7493 129.264
46.6995 129.263
46.5833 129.262
46.5419 129.251
46.5005 129.24
46.4757 129.217
46.4094 129.206
46.3182 129.205
46.2602 129.182
46.1773 129.171
46.0448 129.136
45.9619 129.125
45.8707 129.113
45.763 129.079
45.6552 129.067
45.5725 129.033
45.4979 129.022
45.4481 129.021
45.4067 129.01
45.3322 128.976
45.2495 128.942
45.1666 128.919
45.0672 128.897
44.9678 128.874
44.8683 128.851
44.7192 128.816
44.5784 128.771
44.4707 128.748
44.3381 128.714
44.2304 128.691
44.0978 128.668
44.0232 128.656
43.8987 128.644
43.7992 128.633
43.733 128.61
43.617 128.587
43.5258 128.564
43.4512 128.553
43.36 128.541
43.2357 128.507
43.1362 128.495
43.0451 128.472
42.9704 128.472
42.9373 128.461
42.8461 128.438
42.7384 128.415
42.6389 128.392
42.5063 128.369
42.4317 128.346
42.2577 128.312
42.1085 128.278
41.8929 128.254
41.6688 128.253
41.5447 128.196
41.4038 128.162
41.2379 128.139
41.155 128.127
41.0721 128.116
40.9064 128.059
40.7655 128.036
40.5582 128.001
40.2598 127.944
40.011 127.909
39.9197 127.909
39.7787 127.897
39.6542 127.885
39.4219 127.873
39.2224 127.927
39.1061 127.96
39.0395 127.981
38.9399 127.992
38.8818 127.992
38.8321 127.969
38.7076 127.98
38.6992 127.991
38.666 127.99
38.5832 127.968
38.5169 127.934
38.451 127.856
38.3184 127.811
38.1611 127.754
37.9787 127.72
37.7714 127.685
37.6304 127.662
37.5641 127.651
37.3568 127.605
37.1744 127.571
36.9753 127.548
36.7016 127.513
36.5192 127.49
36.3449 127.489
36.2287 127.488
36.1042 127.476
35.9383 127.453
35.7475 127.441
35.6396 127.441
35.5815 127.44
35.4241 127.384
35.2915 127.35
35.0925 127.315
34.9516 127.27
34.7609 127.225
34.3462 127.167
34.1638 127.133
33.9481 127.099
33.7905 127.076
33.7076 127.064
33.4919 127.03
33.2016 126.995
33.0523 126.961
32.8864 126.949
32.6292 126.914
32.3638 126.88
32.1315 126.845
31.9324 126.833
31.8245 126.81
31.5257 126.809
31.4511 126.787
31.2604 126.752
30.9867 126.707
30.7129 126.672
30.4557 126.649
30.2814 126.637
30.0408 126.613
29.8002 126.579
29.5265 126.533
29.4019 126.533
29.1282 126.487
28.8212 126.464
28.5142 126.429
28.3316 126.417
28.1906 126.394
28.1491 126.383
27.9831 126.382
27.6678 126.348
27.452 126.325
27.1782 126.301
26.9042 126.3
26.7715 126.266
26.6968 126.266
26.5475 126.254
26.3234 126.243
26.1242 126.22
25.9914 126.219
25.7258 126.207
25.5765 126.173
25.3358 126.161
25.0951 126.16
24.7216 126.148
24.1239 126.123
23.5263 126.099
23.1528 126.098
22.3807 126.095
22.0734 126.139
21.7911 126.171
21.5667 126.226
21.4007 126.248
21.251 126.314
21.1597 126.325
21.1098 126.336
20.9682 126.502
20.8768 126.535
20.8019 126.59
20.7768 126.646
20.7601 126.701
20.7268 126.712
20.7432 126.779
20.7597 126.835
20.7679 126.868
20.776 126.912
20.7759 126.946
20.7676 126.946
20.7595 126.901
20.7513 126.868
20.7348 126.835
20.7099 126.823
20.6601 126.812
20.6269 126.812
20.5439 126.834
20.4857 126.856
20.4441 126.889
20.4108 126.911
20.3776 126.922
20.3278 126.911
20.2781 126.9
20.2365 126.9
20.1535 126.911
20.0872 126.877
19.971 126.877
19.8382 126.887
19.7467 126.921
19.6304 126.965
19.5306 127.053
19.4476 127.053
19.4226 127.086
19.323 127.075
19.2563 127.164
19.2482 127.097
19.1651 127.13
19.1567 127.186
18.9739 127.241
18.982 127.307
18.9238 127.34
18.9071 127.396
18.8821 127.429
18.8323 127.44
18.7824 127.451
18.7327 127.44
18.608 127.484
18.5499 127.484
18.5168 127.473
18.4835 127.506
18.4171 127.506
18.3257 127.528
18.2261 127.55
18.2178 127.528
18.1182 127.538
18.0851 127.505
18.0685 127.505
17.9689 127.493
17.9191 127.504
17.8526 127.538
17.8112 127.504
17.6701 127.504
17.6287 127.481
17.5539 127.504
17.5041 127.503
17.4211 127.525
17.3546 127.547
17.2799 127.547
17.2717 127.536
17.1886 127.547
17.1721 127.525
17.1389 127.525
17.0888 127.647
17.014 127.691
16.8895 127.702
16.8564 127.657
16.8647 127.646
16.8731 127.613
16.8565 127.591
16.8649 127.546
16.8565 127.591
16.8483 127.557
16.7986 127.524
16.7322 127.546
16.6825 127.479
16.641 127.49
16.558 127.479
16.5332 127.457
16.4751 127.456
16.4336 127.434
16.3673 127.389
16.3259 127.356
16.2928 127.311
16.2099 127.278
16.1104 127.244
16.0026 127.211
15.8864 127.188
15.762 127.166
15.6292 127.143
15.5214 127.121
15.4301 127.109
15.3637 127.087
15.2061 127.064
15.0651 127.02
14.924 126.986
14.8328 126.975
14.7913 126.964
14.6502 126.941
14.5009 126.907
14.3764 126.885
14.2354 126.851
14.028 126.795
13.862 126.784
13.6877 126.75
13.6545 126.75
13.5218 126.705
13.4803 126.705
13.3476 126.672
13.248 126.649
13.165 126.627
13.0323 126.604
12.8912 126.571
12.7419 126.548
12.7004 126.548
12.6257 126.515
12.5261 126.503
12.4514 126.481
12.3436 126.459
12.2855 126.447
12.2191 126.447
12.1361 126.425
12.0697 126.403
11.9618 126.391
11.8872 126.38
11.8374 126.358
11.7295 126.324
11.63 126.302
11.4889 126.279
11.4391 126.279
11.3146 126.257
11.215 126.245
11.0905 126.212
11.0158 126.201
10.9577 126.189
10.8996 126.189
10.8084 126.145
10.7171 126.145
10.5926 126.1
10.4515 126.078
10.3685 126.066
10.3104 126.055
10.2441 126.022
10.1445 126.022
10.0034 125.977
9.90379 125.966
9.82079 125.954
9.7876 125.943
9.70462 125.921
9.6382 125.921
9.48882 125.887
9.43072 125.876
9.32285 125.843
9.28963 125.854
9.12365 125.809
9.00746 125.787
8.90786 125.764
8.82484 125.764
8.71698 125.719
8.61737 125.708
8.50116 125.697
8.29368 125.641
8.16919 125.608
7.99486 125.596
7.90356 125.574
7.77074 125.563
7.57983 125.529
7.39722 125.496
7.24782 125.462
7.04031 125.418
6.89089 125.395
6.74147 125.373
6.60864 125.362
6.52564 125.339
6.46754 125.328
6.41773 125.317
6.2351 125.294
6.10229 125.261
6.01929 125.239
5.88646 125.227
5.74533 125.205
5.5959 125.194
5.49629 125.16
5.34687 125.138
5.23066 125.105
5.09781 125.105
5.03969 125.105
4.92348 125.071
4.74082 125.071
4.46688 125.004
4.38387 124.982
4.23442 124.971
4.1265 124.948
4.06008 124.948
3.83591 124.926
3.7529 124.904
3.60345 124.904
3.43741 124.87
3.27966 124.859
3.12191 124.837
2.92264 124.837
2.7732 124.792
2.4411 124.759
2.17541 124.725
2.06747 124.714
1.95954 124.692
1.76857 124.681
1.73536 124.669
1.55269 124.669
1.37002 124.647
1.19566 124.625
1.0213 124.614
0.81372 124.603
0.62274 124.58
0.43177 124.569
0.21589 124.558
-0.02491 124.547
-0.20758 124.547
-0.35704 124.525
-0.54802 124.525
-0.77221 124.525
-1.03792 124.525
-1.32023 124.525
-1.55272 124.525
-1.7437 124.525
-1.9845 124.525
-2.23359 124.547
-2.40797 124.525
-2.48269 124.547
-2.56573 124.525
-2.75669 124.559
-2.85633 124.559
-3.02239 124.57
-3.11372 124.592
-3.24658 124.581
-3.313 124.592
-3.42924 124.603
-3.6451 124.648
-3.78625 124.648
-3.98548 124.726
-4.11833 124.726
-4.30925 124.804
-4.40887 124.837
-4.57489 124.893
-4.67449 124.949
-4.71598 124.982
-4.81561 124.982
-4.965 125.071
-5.12266 125.182
-5.2803 125.327
-5.38815 125.427
-5.51262 125.505
-5.64537 125.605
-5.76981 125.716
-5.85275 125.805
-5.91078 125.905
-5.93558 126.028
-5.91059 126.128
-5.92717 126.15
-5.95206 126.161
-6.00186 126.172
-6.15121 126.261
-6.25906 126.328
-6.33374 126.361
-6.38359 126.317
-6.50813 126.295
-6.60773 126.306
-6.72395 126.306
-6.84845 126.317
-6.95637 126.318
-7.03936 126.34
-7.14727 126.34
-7.24687 126.351
-7.37137 126.374
-7.58717 126.396
-7.71166 126.418
-7.83615 126.441
-8.01044 126.463
-8.13495 126.475
-8.18473 126.497
-8.28432 126.508
-8.40052 126.519
-8.53332 126.531
-8.64951 126.553
-8.77399 126.575
-8.83205 126.609
-8.98145 126.62
-9.28848 126.698
-9.40466 126.721
-9.49595 126.732
-9.7034 126.777
-9.82786 126.81
-10.0105 126.81
-10.0852 126.777
-10.1433 126.811
-10.1765 126.822
-10.2428 126.844
-10.3425 126.844
-10.5334 126.822
-10.6579 126.822
-10.8073 126.834
-10.9899 126.823
-11.0729 126.823
-11.2804 126.823
-11.4133 126.801
-11.5378 126.802
-11.737 126.791
-11.8117 126.78
-11.8865 126.769
-11.928 126.78
-11.9944 126.769
-12.0774 126.769
-12.1853 126.747
-12.3015 126.747
-12.4178 126.737
-12.5672 126.715
-12.6834 126.715
-12.7997 126.704
-12.8661 126.682
-12.9408 126.693
-12.9989 126.704
-13.0487 126.682
-13.1151 126.682
-13.1816 126.671
-13.2231 126.66
-13.2564 126.616
-13.3146 126.572
-13.3644 126.538
-13.3643 126.583
-13.3228 126.616
-13.2895 126.649
-13.3476 126.638
-13.4389 126.65
-13.5884 126.639
-13.6631 126.639
-13.8208 126.628
-13.9951 126.617
-14.2276 126.607
-14.377 126.596
-14.5929 126.596
-14.7174 126.586
-14.9083 126.575
-15.0412 126.564
-15.4562 126.554
-15.6721 126.554
-15.6887 126.532
-15.7634 126.532
-15.7965 126.566
-15.9709 126.566
-16.0954 126.566
-16.2116 126.578
-16.3361 126.578
-16.4274 126.567
-16.5104 126.579
-16.61 126.59
-16.6764 126.568
-16.7262 126.579
-16.8424 126.59
-17.0001 126.591
-17.1661 126.602
-17.2823 126.614
-17.44 126.614
-17.5312 126.637
-17.6889 126.648
-17.8632 126.66
-17.9877 126.671
-18.1453 126.705
-18.2615 126.705
-18.3777 126.717
-18.4939 126.717
-18.5603 126.728
-18.6848 126.751
-18.7678 126.74
-18.8342 126.74
-18.9752 126.763
-19.1662 126.763
-19.2657 126.786
-19.3819 126.797
-19.5063 126.831
-19.5976 126.842
-19.722 126.854
-19.8631 126.865
-19.9295 126.877
-20.0872 126.877
-20.1286 126.911
-20.1784 126.922
-20.2946 126.922
-20.3609 126.945
-20.4356 126.967
-20.5434 126.978
-20.6762 126.979
-20.7509 126.99
-20.8587 127.024
-20.9499 127.046
-21.0412 127.058
-21.1158 127.08
-21.2071 127.103
-21.2984 127.103
-21.3979 127.126
-21.5141 127.137
-21.5722 127.126
-21.622 127.148
-21.6966 127.171
-21.7796 127.171
-21.8376 127.182
-21.8874 127.205
-21.9371 127.227
-22.0284 127.239
-22.0947 127.25
-22.1445 127.261
-22.2191 127.284
-22.2606 127.295
-22.3186 127.317
-22.3684 127.318
-22.4099 127.329
-22.4845 127.351
-22.5508 127.374
-22.6006 127.374
-22.6836 127.385
-22.7748 127.419
-22.8411 127.43
-22.9324 127.442
-22.9987 127.464
-23.0235 127.498
-23.0317 127.531
-23.0732 127.52
-23.132 127.32
-23.1823 127.187
-23.2658 127.02
-23.2664 126.865
-23.2756 126.576
-23.2598 126.343
-23.252 126.198
-23.2857 126.065
-23.3443 125.921
-23.4195 125.776
-23.4198 125.687
-23.3953 125.554
-23.4123 125.443
-23.4708 125.343
-23.5294 125.199
-23.5299 125.043
-23.5303 124.932
-23.5887 124.866
-23.6223 124.755
-23.6228 124.61
-23.6149 124.488
-23.5655 124.365
-23.5739 124.321
-23.5909 124.232
-23.5662 124.165
-23.5248 124.132
-23.5085 124.032
-23.4839 123.943
-23.401 123.898
-23.3183 123.809
-23.2854 123.709
-23.2525 123.609
-23.2278 123.542
-23.1948 123.497
-23.1282 123.53
-23.0785 123.508
-23.0538 123.441
-23.0791 123.33
-23.1043 123.241
-23.0961 123.197
-23.0548 123.13
-23.0551 123.063
-23.105 123.041
-23.1217 123.019
-23.1052 122.986
-23.0555 122.941
-23.0391 122.863
-23.031 122.796
-23.0644 122.763
-23.0978 122.719
-23.1146 122.652
-23.1065 122.597
-23.0734 122.552
-23.0318 122.563
-22.9737 122.563
-22.9488 122.552
-22.949 122.496
-22.9409 122.429
-22.9077 122.418
-22.8745 122.429
-22.8081 122.407
-22.7585 122.329
-22.7504 122.262
-22.7673 122.195
-22.8089 122.173
-22.8919 122.174
-22.9417 122.196
-22.9915 122.196
-23.0415 122.163
-23.0582 122.13
-23.0832 122.108
-23.1248 122.097
-23.1581 122.063
-23.1831 122.03
-23.1584 121.986
-23.1585 121.952
-23.1918 121.93
-23.2417 121.908
-23.2833 121.875
-23.325 121.853
-23.3749 121.831
-23.4082 121.798
-23.4581 121.775
-23.508 121.765
-23.5247 121.742
-23.5248 121.709
-23.5166 121.676
-23.5582 121.654
-23.6165 121.609
-23.6333 121.576
-23.6001 121.565
-23.5752 121.542
-23.6002 121.52
-23.6668 121.498
-23.7082 121.51
-23.7496 121.565
-23.7577 121.621
-23.7909 121.621
-23.8492 121.599
-23.8992 121.544
-23.9244 121.466
-23.9247 121.377
-23.9415 121.333
-23.9914 121.299
-24.0413 121.277
-24.0996 121.255
-24.1163 121.222
-24.1497 121.178
-24.1748 121.133
-24.1666 121.089
-24.1419 121.033
-24.1172 120.966
-24.0758 120.933
-24.0676 120.888
-24.0926 120.866
-24.126 120.833
-24.1178 120.789
-24.1512 120.744
-24.1514 120.7
-24.1017 120.666
-24.0852 120.611
-24.0855 120.533
-24.1025 120.422
-24.1194 120.355
-24.1528 120.3
-24.1945 120.255
-24.2279 120.211
-24.2943 120.222
-24.3441 120.234
-24.3444 120.156
-24.3447 120.089
-24.3285 119.967
-24.3949 119.967
-24.4781 119.945
-24.5365 119.879
-24.57 119.801
-24.6284 119.746
-24.6618 119.69
-24.6454 119.635
-24.5874 119.579
-24.5295 119.523
-24.5214 119.468
-24.5548 119.401
-24.6048 119.379
-24.6546 119.401
-24.6877 119.435
-24.7459 119.424
-24.7792 119.391
-24.8043 119.346
-24.8294 119.302
-24.8627 119.291
-24.9043 119.28
-24.9543 119.225
-24.9629 119.169
-24.9715 119.091
-25.0132 119.047
-25.0882 118.969
-25.1798 118.925
-25.263 118.892
-25.3046 118.892
-25.3878 118.871
-25.4377 118.848
-25.4876 118.838
-25.5374 118.86
-25.5954 118.894
-25.637 118.894
-25.6786 118.883
-25.7287 118.827
-25.7787 118.783
-25.8453 118.75
-25.8704 118.706
-25.9371 118.639
-25.9955 118.595
-25.9958 118.495
-25.9797 118.373
-25.9801 118.273
-26.0054 118.173
-26.0223 118.106
-26.0392 118.017
-26.0645 117.928
-26.0231 117.884
-26.015 117.828
-26.0319 117.762
-26.1067 117.751
-26.0988 117.662
-26.1408 117.529
-26.1494 117.451
-26.1746 117.395
-26.1914 117.34
-26.1834 117.262
-26.2583 117.251
-26.2336 117.173
-26.2089 117.106
-26.176 117.017
-26.1515 116.917
-26.0767 116.895
-25.9936 116.894
-25.9105 116.883
-25.8857 116.85
-25.9026 116.783
-25.9111 116.739
-25.8863 116.705
-25.8531 116.683
-25.845 116.638
-25.8451 116.594
-25.7953 116.571
-25.7538 116.56
-25.729 116.516
-25.7293 116.449
-25.7543 116.416
-25.7794 116.382
-25.7796 116.338
-25.7548 116.305
-25.6885 116.249
-25.672 116.204
-25.6972 116.138
-25.6807 116.093
-25.6476 116.071
-25.606 116.059
-25.6062 116.015
-25.6312 115.993
-25.6232 115.926
-25.6068 115.871
-25.5486 115.87
-25.5071 115.848
-25.532 115.837
-25.5405 115.793
-25.5158 115.737
-25.4495 115.692
-25.3746 115.692
-25.333 115.714
-25.3245 115.758
-25.2995 115.769
-25.2747 115.725
-25.2749 115.669
-25.2502 115.625
-25.2087 115.602
-25.2005 115.569
-25.209 115.513
-25.1842 115.469
-25.1594 115.435
-25.1429 115.391
-25.0848 115.357
-25.0268 115.324
-25.0104 115.246
-25.0024 115.168
-24.9776 115.135
-24.9279 115.068
-24.9031 115.034
-24.8866 114.99
-24.8952 114.934
-24.887 114.879
-24.8955 114.845
-24.9289 114.812
-24.9457 114.757
-24.9708 114.712
-25.0208 114.679
-25.0625 114.635
-25.0794 114.568
-25.1129 114.513
-25.1297 114.457
-25.1382 114.402
-25.1384 114.368
-25.1468 114.324
-25.1307 114.202
-25.1145 114.079
-25.0899 113.979
-25.0569 113.912
-24.9822 113.868
-24.9323 113.856
-24.8909 113.812
-24.8413 113.723
-24.8166 113.656
-24.8004 113.545
-24.8341 113.434
-24.8842 113.367
-24.951 113.301
-24.9764 113.19
-24.9767 113.09
-24.9769 113.034
-24.9605 112.978
-24.9609 112.878
-24.9363 112.778
-24.9282 112.723
-24.9368 112.634
-24.9536 112.589
-25.0204 112.512
-25.0372 112.479
-25.0375 112.39
-25.0377 112.323
-25.0463 112.245
-25.063 112.234
-25.1298 112.179
-25.1716 112.112
-25.2385 112.035
-25.2803 111.968
-25.3138 111.913
-25.347 111.924
-25.3887 111.891
-25.4469 111.902
-25.5303 111.847
-25.6387 111.781
-25.7387 111.725
-25.7638 111.703
-25.8056 111.648
-25.8475 111.57
-25.8976 111.515
-25.9393 111.482
-26.0059 111.46
-26.0393 111.449
-26.1058 111.46
-26.1474 111.438
-26.1808 111.427
-26.1897 111.271
-26.1899 111.216
-26.1736 111.127
-26.1658 110.982
-26.1663 110.871
-26.1414 110.838
-26.1501 110.749
-26.1753 110.682
-26.217 110.649
-26.2505 110.605
-26.2675 110.494
-26.2679 110.394
-26.2764 110.349
-26.2932 110.316
-26.3432 110.283
-26.4016 110.25
-26.4267 110.228
-26.4684 110.194
-26.5104 110.095
-26.5273 110.028
-26.5445 109.884
-26.5366 109.772
-26.5285 109.717
-26.5205 109.639
-26.4957 109.594
-26.4127 109.538
-26.3379 109.494
-26.3047 109.482
-26.1467 109.46
-26.072 109.404
-25.9974 109.315
-25.9396 109.214
-25.8732 109.147
-25.899 108.947
-25.8827 108.836
-25.8662 108.803
-25.8498 108.758
-25.7835 108.669
-25.6758 108.546
-25.5679 108.446
-25.5017 108.346
-25.4687 108.29
-25.4105 108.257
-25.3274 108.212
-25.2277 108.178
-25.1613 108.122
-25.1115 108.078
-25.07 108.044
-25.0287 107.966
-24.9957 107.888
-24.9543 107.832
-24.9296 107.755
-24.963 107.732
-25.0464 107.677
-25.138 107.655
-25.238 107.633
-25.3379 107.623
-25.3712 107.634
-25.4876 107.668
-25.5957 107.701
-25.7454 107.735
-25.8452 107.747
-25.9284 107.758
-26.0699 107.759
-26.0869 107.67
-26.1126 107.492
-26.1465 107.337
-26.1554 107.181
-26.1558 107.07
-26.1479 106.97
-26.148 106.937
-26.0899 106.892
-25.9903 106.814
-25.9322 106.769
-25.8741 106.724
-25.8327 106.669
-25.7581 106.579
-25.7085 106.468
-25.6506 106.379
-25.6258 106.334
-25.6093 106.29
-25.5846 106.212
-25.4851 106.112
-25.4271 106.023
-25.3608 105.933
-25.2696 105.844
-25.2116 105.755
-25.137 105.666
-25.0625 105.565
-24.9962 105.476
-24.9299 105.387
-24.8634 105.342
-24.8555 105.242
-24.8141 105.164
-24.7975 105.142
-24.7561 105.098
-24.7396 105.053
-24.7484 104.92
-24.7152 104.886
-24.6572 104.797
-24.6076 104.697
-24.5661 104.663
-24.5914 104.586
-24.5915 104.541
-24.5834 104.475
-24.5168 104.485
-24.475 104.519
-24.4333 104.53
-24.3584 104.518
-24.2836 104.485
-24.2086 104.495
-24.1003 104.506
-24.0839 104.439
-24.0006 104.45
-23.8674 104.428
-23.9176 104.35
-23.8177 104.338
-23.7678 104.338
-23.7263 104.294
-23.8017 104.172
-23.8184 104.149
-23.7936 104.094
-23.7688 104.049
-23.7102 104.116
-23.6434 104.171
-23.5103 104.148
-23.5856 104.049
-23.594 104.004
-23.5191 104.015
-23.3608 104.003
-23.2859 103.992
-23.3362 103.914
-23.253 103.892
-23.1364 103.869
-23.1114 103.891
-23.0529 103.936
-23.0197 103.902
-23.0533 103.836
-23.0534 103.791
-22.9786 103.746
-22.9367 103.824
-22.8951 103.824
-22.8535 103.791
-22.8787 103.724
-22.8789 103.668
-22.7708 103.635
-22.7458 103.635
-22.746 103.568
-22.7045 103.512
-22.6464 103.456
-22.6298 103.434
-22.6048 103.445
-22.6045 103.545
-22.5711 103.567
-22.5212 103.545
-22.5214 103.478
-22.4381 103.478
-22.3878 103.578
-22.2878 103.589
-22.2126 103.688
-22.2045 103.611
-22.1214 103.555
-22.0382 103.532
-21.9215 103.554
-21.9469 103.421
-21.8885 103.443
-21.763 103.631
-21.6549 103.575
-21.5965 103.62
-21.4883 103.586
-21.2058 103.352
-21.3813 103.174
-21.4481 103.119
-21.5233 103.03
-21.5651 103.008
-21.6483 103.009
-21.7398 103.064
-21.8063 103.109
-21.8729 103.132
-21.9645 103.11
-22.04 102.954
-22.0902 102.888
-22.2237 102.833
-22.307 102.822
-22.4404 102.778
-22.5323 102.689
-22.6075 102.623
-22.7743 102.579
-22.8911 102.524
-23.0163 102.446
-23.2585 102.269
-23.4338 102.147
-23.5592 102.037
-23.6259 102.015
-23.7592 102.004
-23.9092 101.994
-24.0759 101.972
-24.2428 101.895
-24.3263 101.851
-24.2931 101.795
-24.3263 101.851
-24.418 101.806
-24.5098 101.784
-24.5932 101.74
-24.66 101.718
-24.785 101.708
-24.8268 101.663
-24.852 101.608
-24.844 101.508
-24.836 101.408
-24.853 101.319
-24.8867 101.23
-24.9369 101.152
-25.054 101.042
-25.1793 100.953
-25.2962 100.898
-25.4964 100.821
-25.6966 100.766
-25.805 100.733
-25.8471 100.622
-25.8641 100.545
-25.9062 100.434
-25.965 100.289
-26.0071 100.189
-26.0239 100.145
-26.0242 100.056
-26.008 99.956
-25.9667 99.8447
-25.9337 99.7557
-25.8923 99.6999
-25.901 99.5888
-25.9348 99.4667
-25.9768 99.3668
-26.0272 99.267
-26.0691 99.2227
-26.1442 99.1896
-26.2526 99.1678
-26.3607 99.2349
-26.4855 99.3021
-26.6687 99.3472
-26.7683 99.4254
-26.7842 99.6256
-26.8251 99.8369
-26.891 100.015
-26.9655 100.149
-27.0236 100.216
-27.1401 100.261
-27.1902 100.227
-27.2574 100.083
-27.2998 99.9055
-27.3504 99.7612
-27.3924 99.6724
-27.4009 99.628
-27.3929 99.5502
-27.3681 99.4945
-27.3101 99.4276
-27.1686 99.3603
-27.0854 99.3266
-27.0774 99.2488
