> GMT_XY
183.43 3.54104
183.389 3.5177
183.354 3.55016
183.362 3.57262
183.404 3.59597
183.377 3.63977
183.393 3.6958
183.451 3.7196
183.578 3.73406
183.671 3.73651
183.662 3.75852
183.594 3.75674
183.535 3.75518
183.459 3.74205
183.409 3.7296
183.341 3.72782
183.246 3.79207
183.195 3.82409
183.101 3.84388
183.049 3.88702
182.981 3.90747
182.93 3.90614
182.854 3.91526
182.795 3.92482
182.796 3.89147
182.771 3.86857
182.772 3.83522
182.738 3.82321
182.728 3.87858
182.694 3.91104
182.644 3.86524
182.636 3.84278
182.604 3.79742
182.561 3.80743
182.575 3.91905
182.541 3.91817
182.478 4.07226
182.41 4.07049
182.36 4.06916
182.335 4.02402
182.328 3.96821
182.295 3.96733
182.301 4.04537
182.274 4.1003
182.232 4.08807
182.208 4.05406
182.174 4.05317
182.18 4.14233
182.12 4.18526
182.06 4.21706
181.925 4.19129
181.91 4.12414
181.877 4.11214
181.859 4.14505
181.856 4.26735
181.829 4.30004
181.761 4.30939
181.685 4.31852
181.686 4.28516
181.612 4.20536
181.587 4.20469
181.569 4.21537
181.475 4.29077
181.432 4.28967
181.407 4.26677
181.375 4.22142
181.366 4.24343
181.356 4.28768
181.322 4.32016
181.279 4.31905
181.238 4.2846
181.145 4.2933
181.143 4.34889
181.093 4.34757
180.973 4.38896
180.896 4.43145
180.776 4.48396
180.725 4.50488
180.682 4.5149
180.571 4.56764
180.503 4.577
180.436 4.57525
180.34 4.6729
180.348 4.69535
180.38 4.75182
180.344 4.86212
180.301 4.87214
180.278 4.77142
180.21 4.78079
180.209 4.83638
180.183 4.85796
180.168 4.80193
180.15 4.81261
180.149 4.85708
180.123 4.91202
180.046 4.93228
179.977 4.98612
179.943 4.98525
179.935 4.96279
179.857 5.03865
179.807 5.00399
179.707 4.97913
179.688 5.05652
179.661 5.08922
179.593 5.12082
179.55 5.1642
179.49 5.16268
179.463 5.25097
179.446 5.22829
179.44 5.13914
179.373 5.13739
179.271 5.15701
179.278 5.19058
179.261 5.21238
179.277 5.25729
179.284 5.30198
179.266 5.32378
179.241 5.32313
179.183 5.28825
179.141 5.28716
179.105 5.34188
179.072 5.32989
179.047 5.32924
178.952 5.40467
178.892 5.40315
178.773 5.44458
178.713 5.48753
178.652 5.53048
178.619 5.5185
178.593 5.5512
178.465 5.5813
178.354 5.62295
178.226 5.68641
178.071 5.78258
177.943 5.8238
177.841 5.86568
177.721 5.92936
177.601 5.97081
177.465 6.02295
177.354 6.06462
177.242 6.12853
177.114 6.20312
176.96 6.26596
176.815 6.32901
176.694 6.40383
176.583 6.45663
176.464 6.4981
176.43 6.51948
176.344 6.56181
176.199 6.60264
176.131 6.63428
176.003 6.68666
175.926 6.72921
175.848 6.79399
175.729 6.82435
175.558 6.90903
175.523 6.95265
175.487 7.00738
175.436 7.03946
175.351 7.04844
175.265 7.11302
175.179 7.16648
175.077 7.19728
175.076 7.24175
175.008 7.25117
174.888 7.30378
174.812 7.33523
174.718 7.37736
174.649 7.42013
174.588 7.47424
174.528 7.51723
174.468 7.54909
174.409 7.55873
174.289 7.60024
174.186 7.67552
174.065 7.77262
174.048 7.78331
173.972 7.79253
173.869 7.8567
173.765 7.94311
173.705 7.99722
173.602 8.06139
173.533 8.1153
173.472 8.20276
173.394 8.27869
173.332 8.38839
173.313 8.45468
173.311 8.55474
173.326 8.62186
173.349 8.70032
173.374 8.72319
173.432 8.76913
173.45 8.74732
173.466 8.78109
173.5 8.74858
173.517 8.77124
173.534 8.76054
173.561 8.68335
173.586 8.70622
173.55 8.77208
173.533 8.80501
173.513 8.89353
173.477 8.98163
173.418 9.01351
173.366 9.06783
173.255 9.09845
173.22 9.13096
173.169 9.14082
173.126 9.18423
173.075 9.18297
173.015 9.21485
172.99 9.22534
172.973 9.23604
172.914 9.23457
172.896 9.27862
172.861 9.31113
172.818 9.33232
172.785 9.32036
172.75 9.37511
172.688 9.46258
172.595 9.47139
172.501 9.51356
172.5 9.55803
172.483 9.56873
172.482 9.59096
172.507 9.61383
172.411 9.75605
172.368 9.77724
172.3 9.7978
172.223 9.82927
172.222 9.8515
172.205 9.8622
172.106 9.77075
172.046 9.79153
172.012 9.82404
171.968 9.87859
171.941 9.94467
171.916 9.95516
171.889 10.0212
171.811 10.0861
171.735 10.0953
171.674 10.1494
171.658 10.1379
171.58 10.2138
171.502 10.2898
171.477 10.2892
171.435 10.2659
171.384 10.298
171.382 10.3425
171.323 10.3521
171.247 10.3614
171.248 10.3169
171.198 10.3045
171.137 10.3698
171.093 10.4355
171.068 10.4348
171.066 10.4793
171.032 10.5229
170.997 10.5443
170.913 10.5534
170.877 10.6081
170.835 10.6182
170.784 10.6281
170.692 10.6147
170.665 10.6585
170.58 10.6676
170.546 10.6779
170.529 10.7108
170.468 10.7538
170.374 10.8183
170.349 10.8065
170.316 10.7835
170.273 10.7935
170.23 10.837
170.178 10.8802
170.134 10.957
170.098 11.0562
169.997 11.0538
169.952 11.1305
169.892 11.1736
169.866 11.1952
169.85 11.1948
169.823 11.2275
169.79 11.2267
169.765 11.2149
169.696 11.2578
169.644 11.301
169.66 11.3681
169.633 11.4009
169.599 11.4223
169.565 11.4214
169.541 11.3986
169.515 11.398
169.498 11.4309
169.463 11.4634
169.393 11.5396
169.334 11.5382
169.275 11.559
169.214 11.6131
169.163 11.6564
169.162 11.7008
169.144 11.7227
169.11 11.7218
169.058 11.7873
169.049 11.8093
169.039 11.8647
168.962 11.9073
168.945 11.9069
168.886 11.9389
168.834 11.971
168.8 11.9702
168.759 11.9469
168.741 11.9576
168.689 12.0231
168.739 12.0688
168.746 12.1023
168.729 12.113
168.671 12.0894
168.595 12.0986
168.551 12.1532
168.484 12.1405
168.482 12.2294
168.523 12.2638
168.522 12.3194
168.504 12.3634
168.436 12.384
168.435 12.4285
168.409 12.439
168.399 12.4944
168.382 12.494
168.366 12.4491
168.368 12.4046
168.351 12.4042
168.333 12.4371
168.317 12.4034
168.291 12.4139
168.315 12.4701
168.298 12.4919
168.281 12.4804
168.248 12.4685
168.239 12.5016
168.237 12.5461
168.254 12.5687
168.245 12.5907
168.15 12.6552
168.106 12.7542
168.003 12.8185
167.935 12.8502
167.908 12.9163
167.882 12.9268
167.805 12.9695
167.729 12.9787
167.685 13.0222
167.642 13.0879
167.598 13.1313
167.529 13.1964
167.486 13.2621
167.45 13.328
167.44 13.4056
167.431 13.4388
167.388 13.4489
167.379 13.4931
167.336 13.5143
167.311 13.5137
167.285 13.5242
167.275 13.5907
167.265 13.635
167.24 13.6344
167.233 13.5897
167.199 13.5889
167.188 13.6776
167.145 13.7322
167.102 13.7757
167.059 13.808
167.016 13.8181
166.974 13.8171
166.963 13.9058
166.911 13.9713
166.86 14.0035
166.826 14.0026
166.818 13.9691
166.802 13.9353
166.769 13.9345
166.767 13.9901
166.791 14.0352
166.782 14.0795
166.756 14.09
166.68 14.0993
166.62 14.1534
166.636 14.165
166.67 14.1658
166.67 14.188
166.627 14.2092
166.599 14.3087
166.573 14.3637
166.538 14.3962
166.512 14.4178
166.478 14.417
166.445 14.394
166.427 14.4492
166.349 14.5252
166.255 14.5896
166.17 14.621
166.118 14.6531
166.059 14.6517
165.948 14.7158
165.872 14.714
165.855 14.7136
165.839 14.6798
165.814 14.6792
165.771 14.7116
165.728 14.7328
165.678 14.6982
165.628 14.697
165.576 14.7403
165.541 14.784
165.54 14.8395
165.514 14.8612
165.387 14.8693
165.251 14.9105
165.115 14.9518
165.013 14.9716
164.885 15.0242
164.834 15.0452
164.809 15.0446
164.74 15.0986
164.588 15.095
164.512 15.1266
164.392 15.1683
164.35 15.1895
164.281 15.2435
164.212 15.2864
164.136 15.3068
164.084 15.3389
164.007 15.3927
163.939 15.4134
163.863 15.4227
163.795 15.4545
163.743 15.5089
163.741 15.5756
163.716 15.5639
163.7 15.519
163.65 15.5178
163.598 15.55
163.539 15.5819
163.453 15.6355
163.375 15.7004
163.298 15.7542
163.213 15.7967
163.17 15.8402
163.1 15.9053
163.065 15.9824
162.997 16.003
162.962 16.0578
162.927 16.1015
162.926 16.1348
162.96 16.1467
162.967 16.1803
162.866 16.1779
162.839 16.2774
162.83 16.2883
162.788 16.2762
162.754 16.2754
162.703 16.3187
162.693 16.3518
162.742 16.442
162.824 16.5218
162.747 16.5645
162.728 16.653
162.685 16.7187
162.658 16.7626
162.674 16.7963
162.64 16.84
162.638 16.929
162.595 16.9391
162.554 16.9047
162.545 16.9268
162.544 16.9713
162.584 17.0389
162.524 17.1154
162.471 17.2031
162.427 17.28
162.384 17.3235
162.358 17.3229
162.283 17.2988
162.274 17.332
162.307 17.3662
162.314 17.4108
162.322 17.4555
162.296 17.4549
162.271 17.4321
162.212 17.464
162.167 17.5742
162.091 17.5613
162.065 17.5941
162.065 17.6163
162.073 17.6388
162.123 17.6511
162.156 17.663
162.155 17.7074
162.071 17.7055
162.036 17.7492
162.027 17.7934
162.009 17.8486
162.008 17.8931
162.04 17.9606
162.047 18.0052
162.021 18.0269
162.004 18.0265
161.971 18.0035
161.946 18.014
161.945 18.0585
161.96 18.1033
161.959 18.17
161.941 18.2252
161.915 18.258
161.881 18.2572
161.871 18.3126
161.828 18.3561
161.794 18.3775
161.76 18.3879
161.735 18.3539
161.711 18.2977
161.686 18.286
161.618 18.3178
161.593 18.3172
161.583 18.3504
161.583 18.3726
161.599 18.3953
161.616 18.3956
161.667 18.3968
161.683 18.4194
161.699 18.4532
161.682 18.4862
161.655 18.5189
161.605 18.5177
161.58 18.506
161.555 18.4943
161.53 18.4826
161.513 18.4933
161.504 18.5154
161.529 18.5271
161.562 18.5501
161.587 18.5507
161.595 18.5842
161.586 18.6174
161.56 18.639
161.517 18.6492
161.5 18.6599
161.5 18.6933
161.49 18.7264
161.481 18.7485
161.472 18.7705
161.414 18.7469
161.421 18.8249
161.37 18.8237
161.354 18.79
161.305 18.7332
161.287 18.7551
161.329 18.7894
161.344 18.8343
161.327 18.845
161.294 18.8442
161.26 18.8545
161.234 18.8873
161.267 18.8992
161.301 18.8777
161.343 18.8787
161.343 18.9121
161.317 18.9448
161.315 19.0004
161.29 19.011
161.28 19.0663
161.271 19.0995
161.228 19.1096
161.186 19.1087
161.145 19.0632
161.095 19.0398
161.053 19.0277
161.169 19.1416
161.159 19.1859
161.142 19.1966
161.082 19.2286
161.056 19.2614
160.963 19.2592
160.897 19.2132
160.872 19.2126
160.855 19.2233
160.879 19.2461
160.929 19.2695
160.929 19.3029
160.878 19.3128
160.784 19.344
160.752 19.2988
160.727 19.2871
160.702 19.2754
160.693 19.2974
160.699 19.3977
160.69 19.4086
160.665 19.408
160.649 19.3632
160.625 19.3181
160.599 19.3175
160.59 19.3396
160.606 19.3955
160.563 19.4279
160.478 19.4593
160.427 19.4581
160.418 19.4802
160.468 19.5369
160.459 19.559
160.399 19.5687
160.399 19.591
160.348 19.6009
160.323 19.5892
160.289 19.6107
160.322 19.6337
160.347 19.6565
160.33 19.6672
160.296 19.6665
160.279 19.6549
160.254 19.6766
160.295 19.7109
160.294 19.7443
160.302 19.7667
160.344 19.7677
160.361 19.7903
160.377 19.8129
160.367 19.8683
160.3 19.8668
160.333 19.9009
160.307 19.9225
160.29 19.9222
160.237 20.0322
160.227 20.0987
160.201 20.1314
160.217 20.1763
160.2 20.187
160.175 20.1531
160.116 20.1628
160.11 20.0626
160.069 20.006
160.018 20.0049
160.018 20.0382
160.017 20.0604
160.05 20.0723
160.041 20.1166
159.999 20.0934
159.948 20.1145
159.915 20.1137
159.914 20.1582
159.939 20.1699
159.954 20.2147
159.945 20.259
159.961 20.2927
159.952 20.3148
159.935 20.3144
159.886 20.2688
159.852 20.2458
159.742 20.2766
159.726 20.254
159.683 20.2641
159.674 20.3084
159.63 20.363
159.588 20.3843
159.53 20.3496
159.504 20.3601
159.519 20.4272
159.469 20.4371
159.46 20.4592
159.401 20.4467
159.407 20.5247
159.381 20.5908
159.462 20.7039
159.445 20.7258
159.378 20.702
159.377 20.7465
159.309 20.7894
159.299 20.8337
159.357 20.8684
159.382 20.9023
159.353 21.0574
159.31 21.1009
159.284 21.1225
159.281 21.2448
159.255 21.2776
159.254 21.3221
159.211 21.3656
159.186 21.3427
159.222 21.2768
159.239 21.2438
159.215 21.1877
159.217 21.121
159.192 21.1093
159.185 21.0313
159.151 21.0416
159.149 21.1417
159.079 21.2291
159.005 21.1717
158.995 21.2049
159.028 21.239
158.969 21.2488
158.903 21.2139
158.877 21.2355
158.868 21.2687
158.926 21.2812
158.985 21.3048
158.967 21.36
158.941 21.3927
158.931 21.4481
158.906 21.4364
158.889 21.4249
158.872 21.4468
158.871 21.469
158.846 21.4795
158.787 21.456
158.762 21.4443
158.803 21.5008
158.802 21.5453
158.818 21.579
158.707 21.6654
158.706 21.6877
158.672 21.7092
158.665 21.6645
158.614 21.6522
158.555 21.6731
158.497 21.6162
158.488 21.6493
158.454 21.6486
158.438 21.6259
158.412 21.6476
158.378 21.6357
158.311 21.623
158.326 21.7013
158.267 21.6999
158.267 21.7333
158.291 21.7783
158.325 21.768
158.332 21.8237
158.365 21.8579
158.364 21.8801
158.322 21.9125
158.304 21.9232
158.271 21.9224
158.269 21.978
158.244 21.9775
158.228 21.9659
158.203 21.932
158.17 21.9201
158.137 21.8749
158.137 21.8527
158.078 21.8736
158.085 21.9293
158.143 21.9752
158.183 22.0539
158.182 22.1318
158.147 22.1643
158.071 22.1626
158.038 22.1618
158.022 22.0948
157.997 22.0719
157.99 22.0495
157.931 22.0371
157.972 22.0825
157.988 22.1162
157.987 22.1607
157.911 22.1701
157.904 22.1143
157.862 22.0911
157.844 22.1352
157.812 22.09
157.813 22.0121
157.805 21.9897
157.789 21.9782
157.763 21.9999
157.761 22.0777
157.794 22.134
157.785 22.145
157.734 22.1438
157.709 22.1655
157.691 22.2096
157.697 22.2876
157.68 22.3094
157.646 22.3087
157.632 22.2193
157.606 22.2299
157.588 22.2962
157.537 22.2839
157.536 22.3284
157.484 22.3828
157.474 22.4605
157.457 22.4823
157.399 22.4476
157.339 22.4574
157.314 22.4568
157.321 22.5126
157.296 22.512
157.303 22.5789
157.346 22.5577
157.371 22.5694
157.344 22.6132
157.36 22.647
157.376 22.7029
157.333 22.7353
157.255 22.8559
157.238 22.8444
157.203 22.8881
157.066 22.974
157.05 22.9403
157 22.9058
156.949 22.9602
156.991 22.9723
157.024 23.0064
157.023 23.0397
156.938 23.0712
156.913 23.0373
156.887 23.0589
156.895 23.1036
156.81 23.1128
156.777 23.1009
156.761 23.0783
156.718 23.0996
156.759 23.1561
156.725 23.1776
156.716 23.1996
156.673 23.1987
156.664 23.2318
156.647 23.2537
156.546 23.2403
156.545 23.2959
156.416 23.382
156.382 23.3923
156.332 23.3912
156.35 23.3582
156.299 23.3682
156.197 23.3882
156.205 23.4328
156.171 23.4321
156.122 23.3531
156.115 23.2973
156.073 23.263
156.032 23.2176
155.999 23.1946
155.914 23.215
155.839 23.191
155.823 23.1684
155.797 23.1678
155.796 23.2234
155.829 23.2687
155.786 23.2899
155.753 23.2781
155.718 23.3329
155.732 23.4444
155.681 23.4878
155.622 23.4865
155.613 23.5085
155.587 23.5191
155.594 23.5971
155.61 23.6197
155.609 23.6641
155.583 23.6969
155.616 23.731
155.624 23.7646
155.489 23.7727
155.47 23.839
155.385 23.8927
155.344 23.8362
155.294 23.7906
155.27 23.7566
155.219 23.7666
155.268 23.8456
155.309 23.8799
155.325 23.9247
155.29 23.9684
155.266 23.9234
155.207 23.9332
155.172 23.9769
155.154 24.0321
155.128 24.0871
155.135 24.1429
155.118 24.1425
155.085 24.1307
155.059 24.1412
155.043 24.1186
155.017 24.1514
155.001 24.1177
155.018 24.0847
154.968 24.0724
154.959 24.1056
154.958 24.1501
154.872 24.2149
154.795 24.2577
154.753 24.2456
154.685 24.2775
154.65 24.3434
154.633 24.343
154.624 24.3873
154.598 24.3867
154.597 24.4646
154.629 24.5209
154.612 24.5317
154.528 24.5075
154.453 24.4947
154.386 24.4488
154.328 24.4252
154.386 24.4821
154.376 24.5153
154.309 24.5027
154.206 24.6005
154.204 24.6672
154.17 24.6998
154.129 24.6655
154.035 24.719
153.949 24.7838
153.897 24.8383
153.846 24.8594
153.796 24.8472
153.802 24.9585
153.724 25.0347
153.691 25.0339
153.639 25.0884
153.578 25.1538
153.513 25.0745
153.511 25.1634
153.509 25.219
153.441 25.262
153.431 25.3174
153.422 25.3839
153.362 25.416
153.337 25.3932
153.33 25.3263
153.256 25.269
153.163 25.267
153.145 25.2999
153.035 25.3197
152.95 25.3735
152.849 25.3601
152.781 25.3698
152.771 25.4363
152.745 25.4913
152.735 25.5578
152.701 25.5571
152.666 25.6119
152.531 25.6312
152.497 25.6638
152.37 25.6944
152.284 25.7481
152.21 25.6797
152.176 25.6679
152.118 25.6555
152.101 25.644
152.05 25.654
152.041 25.6761
151.948 25.7185
151.939 25.7405
151.887 25.7839
151.854 25.7609
151.838 25.705
151.796 25.7263
151.811 25.8267
151.784 25.8706
151.692 25.8686
151.658 25.879
151.648 25.9566
151.529 25.9763
151.434 26.0854
151.352 26.0058
151.334 26.0276
151.259 26.0149
151.217 26.0139
151.174 26.0464
151.173 26.0686
151.047 26.077
151.011 26.1429
150.877 26.1178
150.859 26.1952
150.817 26.1832
150.766 26.1821
150.766 26.2154
150.706 26.2364
150.739 26.2927
150.655 26.2798
150.62 26.3346
150.535 26.3439
150.525 26.4215
150.433 26.3973
150.439 26.4864
150.43 26.5196
150.405 26.519
150.37 26.5961
150.36 26.6738
150.367 26.7073
150.418 26.7195
150.485 26.7321
150.493 26.7545
150.492 26.7879
150.465 26.8429
150.439 26.8868
150.405 26.9083
150.338 26.9069
150.262 26.9052
150.278 26.9278
150.311 26.9508
150.336 26.9736
150.369 26.9965
150.403 27.0084
150.377 27.0412
150.3 27.084
150.257 27.1053
150.264 27.1944
150.196 27.2374
150.137 27.2362
150.119 27.2914
150.016 27.3559
149.983 27.333
149.95 27.31
149.933 27.3096
149.924 27.3317
149.94 27.3654
149.956 27.388
149.964 27.4326
149.946 27.4656
149.904 27.487
149.87 27.5084
149.894 27.5535
149.851 27.5859
149.8 27.6182
149.758 27.6173
149.733 27.5945
149.717 27.5496
149.684 27.5267
149.658 27.5373
149.649 27.5704
149.656 27.6262
149.681 27.6601
149.705 27.7051
149.688 27.7158
149.629 27.7257
149.552 27.7908
149.441 27.8551
149.415 27.899
149.347 27.9198
149.288 27.9297
149.271 27.9071
149.247 27.8732
149.189 27.8274
149.138 27.8375
149.121 27.8593
149.152 27.9601
149.135 27.9931
149.142 28.0266
149.167 28.0383
149.202 28.0057
149.243 28.0399
149.242 28.0733
149.166 28.1161
149.123 28.1486
149.038 28.1579
149.036 28.2913
148.917 28.2998
148.924 28.3667
148.991 28.4127
148.939 28.456
148.906 28.4553
148.847 28.4429
148.846 28.4763
148.896 28.5107
148.844 28.5652
148.742 28.6298
148.724 28.6738
148.63 28.7608
148.596 28.749
148.546 28.7368
148.52 28.7585
148.494 28.8135
148.493 28.858
148.509 28.8917
148.543 28.8924
148.558 28.9372
148.541 28.948
148.457 28.9573
148.373 28.9555
148.323 28.9322
148.298 28.8872
148.265 28.8864
148.264 28.9198
148.271 28.9978
148.261 29.0754
148.251 29.1197
148.225 29.1637
148.158 29.1511
148.157 29.1956
148.131 29.2061
148.072 29.2493
148.004 29.2702
147.936 29.2798
147.911 29.2571
147.853 29.2447
147.837 29.211
147.786 29.2099
147.693 29.2413
147.658 29.2961
147.597 29.4061
147.537 29.4493
147.444 29.4695
147.261 29.3655
147.235 29.3983
147.201 29.3976
147.16 29.3634
147.117 29.3736
147.091 29.4064
147.04 29.4165
146.981 29.4486
146.829 29.4787
146.813 29.4117
146.718 29.5209
146.651 29.5306
146.585 29.4624
146.567 29.5065
146.557 29.5619
146.523 29.5835
146.397 29.5919
146.305 29.5566
146.303 29.6344
146.234 29.7219
146.267 29.756
146.225 29.7551
146.217 29.7327
146.149 29.7313
146.149 29.7646
146.081 29.7855
146.048 29.7625
146.013 29.8063
145.87 29.8144
145.792 29.8906
145.7 29.8998
145.658 29.8544
145.624 29.8871
145.565 29.8858
145.606 29.9645
145.504 30.0069
145.394 30.0157
145.377 30.0265
145.358 30.115
145.333 30.1145
145.315 30.1586
145.281 30.1802
145.205 30.2119
145.188 30.1893
145.163 30.1888
145.161 30.2555
145.085 30.2762
144.985 30.2518
144.967 30.2848
144.94 30.3621
144.822 30.3707
144.79 30.3145
144.765 30.2917
144.731 30.3132
144.721 30.3686
144.704 30.3794
144.695 30.4015
144.719 30.4909
144.685 30.5125
144.573 30.5991
144.497 30.5975
144.472 30.6192
144.423 30.5515
144.347 30.561
144.387 30.6397
144.37 30.6727
144.31 30.6937
144.25 30.7481
144.183 30.7578
144.158 30.735
144.148 30.7793
144.098 30.7894
144.088 30.8337
143.885 30.8962
143.782 30.9941
143.706 30.9926
143.688 31.0589
143.578 31.09
143.509 31.1442
143.399 31.2086
143.322 31.2293
143.313 31.2847
143.161 31.3149
143.092 31.358
142.991 31.3893
142.931 31.4436
142.854 31.4754
142.795 31.5076
142.768 31.5738
142.641 31.5934
142.64 31.6601
142.613 31.7263
142.409 31.8333
142.343 31.7763
142.324 31.876
142.231 31.9075
142.189 31.8733
142.196 31.929
142.179 31.962
142.128 31.9721
142.027 31.9812
142.017 32.0366
141.924 32.1014
141.821 32.166
141.737 32.1865
141.676 32.2742
141.634 32.24
141.6 32.2727
141.582 32.3279
141.523 32.3267
141.514 32.3821
141.48 32.3815
141.438 32.3584
141.413 32.3801
141.412 32.4245
141.501 32.571
141.468 32.5814
141.418 32.5137
141.342 32.5455
141.326 32.5118
141.275 32.5441
141.206 32.6094
141.197 32.6537
141.171 32.6865
141.203 32.7762
141.21 32.8097
141.176 32.8535
141.141 32.8861
141.083 32.8738
141.017 32.8169
140.923 32.8706
140.796 32.9125
140.711 32.9552
140.693 32.9882
140.668 32.9988
140.489 33.0842
140.456 33.0613
140.397 33.0712
140.446 33.1278
140.404 33.1381
140.378 33.182
140.293 33.2026
140.335 33.2256
140.3 33.2583
140.267 33.2576
140.251 33.2239
140.2 33.2452
140.175 33.2224
140.132 33.2438
140.14 33.2884
140.038 33.342
139.988 33.3298
139.954 33.3403
139.912 33.3172
139.869 33.3719
139.801 33.3817
139.768 33.381
139.759 33.3919
139.674 33.4347
139.673 33.4681
139.623 33.4448
139.59 33.4441
139.546 33.4989
139.511 33.5983
139.469 33.5752
139.426 33.6077
139.376 33.6178
139.316 33.6611
139.282 33.6937
139.196 33.7587
139.129 33.7352
139.12 33.7683
139.078 33.7564
139.062 33.7227
139.003 33.7215
138.969 33.7542
138.935 33.7757
138.893 33.7527
138.867 33.8077
138.799 33.8175
138.807 33.851
138.756 33.8723
138.697 33.8822
138.653 33.9814
138.593 34.0358
138.526 34.0344
138.485 33.9892
138.459 34.022
138.424 34.0436
138.424 34.0769
138.39 34.0985
138.389 34.1429
138.322 34.1416
138.297 34.0966
138.272 34.1183
138.228 34.1842
138.218 34.273
138.209 34.2839
138.167 34.2831
138.141 34.3159
138.099 34.3151
138.099 34.3373
137.947 34.3343
137.939 34.3564
137.954 34.4123
137.895 34.4222
137.878 34.4441
137.794 34.4425
137.751 34.4639
137.735 34.4191
137.71 34.4186
137.685 34.3847
137.652 34.3952
137.617 34.4278
137.6 34.472
137.582 34.5272
137.522 34.5594
137.488 34.6032
137.471 34.5806
137.454 34.5914
137.37 34.612
137.318 34.6554
137.284 34.6992
137.233 34.6871
137.216 34.7202
137.157 34.7412
137.066 34.6504
137.04 34.6722
137.064 34.7283
137.005 34.7493
136.998 34.6936
136.972 34.6931
136.914 34.6919
136.828 34.7681
136.72 34.6659
136.653 34.6645
136.636 34.6864
136.593 34.7412
136.575 34.7853
136.532 34.8178
136.465 34.8276
136.466 34.7721
136.305 34.8134
136.305 34.8467
136.262 34.8904
136.219 34.9007
136.212 34.8449
136.162 34.8217
136.152 34.8993
136.043 34.8638
136.043 34.8861
135.966 34.9402
135.95 34.9176
135.891 34.9164
135.89 34.972
135.822 35.0041
135.78 34.9921
135.695 35.0238
135.654 34.9674
135.579 34.9437
135.475 35.0751
135.417 35.0629
135.416 35.0851
135.366 35.0952
135.314 35.1498
135.298 35.1273
135.299 35.0606
135.24 35.0705
135.19 35.0473
135.131 35.0462
135.129 35.1684
135.061 35.156
135.054 35.1225
135.003 35.1104
134.962 35.0762
134.894 35.1083
134.817 35.1735
134.741 35.172
134.708 35.1491
134.656 35.2148
134.59 35.1468
134.532 35.1457
134.472 35.2001
134.438 35.1995
134.396 35.1764
134.327 35.2752
134.302 35.2747
134.295 35.1967
134.228 35.1954
134.227 35.2287
134.176 35.2389
134.159 35.2386
134.117 35.26
134.093 35.215
134.051 35.2142
134.033 35.2361
133.974 35.235
133.932 35.2564
133.898 35.2891
133.888 35.3334
133.838 35.3436
133.778 35.3758
133.753 35.353
133.711 35.3522
133.659 35.4291
133.617 35.4394
133.591 35.4834
133.531 35.5156
133.455 35.5475
133.379 35.5682
133.328 35.5673
133.329 35.5228
133.288 35.4775
133.179 35.4754
133.102 35.5296
133.069 35.5178
133.044 35.484
133.027 35.4948
133.009 35.5278
132.975 35.5494
132.924 35.5817
132.831 35.6244
132.789 35.6236
132.779 35.6902
132.753 35.7119
132.703 35.7221
132.652 35.7322
132.634 35.7986
132.667 35.8326
132.632 35.8987
132.598 35.9202
132.556 35.9083
132.54 35.8969
132.506 35.8962
132.456 35.8508
132.455 35.9175
132.446 35.9285
132.429 35.9393
132.412 35.9612
132.396 35.9497
132.388 35.9273
132.329 35.9262
132.287 35.8809
132.204 35.846
132.195 35.8903
132.135 35.9114
132.151 35.9562
132.151 35.9895
132.109 35.9887
132.083 36.0327
132.049 36.0321
132.015 36.0426
131.98 36.142
131.845 36.1505
131.819 36.1723
131.794 36.1607
131.76 36.1823
131.701 36.1812
131.65 36.2024
131.65 36.2247
131.616 36.2129
131.617 36.2018
131.6 36.1903
131.566 36.1897
131.541 36.2004
131.524 36.1889
131.517 36.1443
131.483 36.177
131.424 36.1759
131.407 36.1644
131.389 36.2197
131.346 36.2523
131.229 36.25
131.195 36.2494
131.162 36.2265
131.128 36.237
131.086 36.2584
131.026 36.2796
130.967 36.2784
130.925 36.2999
130.924 36.3332
130.89 36.3548
130.831 36.3648
130.806 36.3532
130.772 36.3526
130.755 36.3634
130.688 36.3732
130.663 36.3505
130.495 36.3585
130.393 36.3788
130.368 36.4117
130.3 36.4216
130.216 36.42
130.165 36.4524
130.131 36.4517
130.115 36.4181
130.115 36.3958
130.082 36.3841
130.048 36.3946
129.948 36.3593
129.856 36.3242
129.823 36.3014
129.789 36.3119
129.813 36.3679
129.854 36.4354
129.903 36.4919
129.911 36.5254
129.835 36.5685
129.75 36.6114
129.708 36.6106
129.683 36.5879
129.648 36.6317
129.631 36.6648
129.613 36.6978
129.588 36.7307
129.553 36.7523
129.52 36.7405
129.495 36.7289
129.445 36.7169
129.393 36.7827
129.4 36.8384
129.358 36.871
129.248 36.8689
129.207 36.857
129.165 36.8451
129.139 36.8558
129.106 36.844
129.081 36.8102
129.038 36.8539
129.005 36.8644
128.954 36.8745
128.928 36.9185
128.851 36.9616
128.809 36.9719
128.767 36.96
128.664 37.0582
128.613 37.1129
128.596 37.1126
128.545 37.1227
128.495 37.144
128.461 37.1656
128.418 37.176
128.367 37.1973
128.266 37.2399
128.206 37.2832
128.147 37.3044
128.113 37.3038
128.079 37.3254
128.037 37.3357
127.986 37.3348
127.927 37.3782
127.867 37.4215
127.816 37.4651
127.798 37.5204
127.729 37.5969
127.654 37.5844
127.594 37.6167
127.543 37.6269
127.501 37.6483
127.458 37.7254
127.415 37.7802
127.363 37.846
127.294 37.9114
127.234 37.9659
127.183 37.9984
